,0
yibH,ECK3586
yibI,ECK3587
mtlA,"ECK3588,mtlC"
mtlD,ECK3589
mtlR,ECK3590
yibT,ECK3591
yibL,ECK3592
lldP,"ECK3593,lct,lctP"
lldR,"ECK3594,lct,lctR"
lldD,"ECK3595,lct,lctD"
trmL,"ECK3596,yibK"
cysE,ECK3597
gpsA,ECK3598
secB,ECK3599
grxC,"ECK3600,yibM"
yibN,ECK3601
gpmM,"ECK3602,gpmC,gpmI,pgmI,yibO"
envC,"ECK3603,slm11,yibP"
yibQ,ECK3604
waaH,"ECK3605,yibD"
tdh,ECK3606
kbl,ECK3607
htrL,"ECK3608,yibB"
rfaD,"ECK3609,hldD,htrM,nbsB,waaD"
waaF,"ECK3610,rfaF"
waaC,"ECK3611,rfa-2,rfaC,yibC"
waaL,"ECK3612,rfaL"
yibX,ECK4652
yibY,ECK4653
waaU,"ECK3613,rfaK"
waaZ,"ECK3614,rfaZ"
waaY,"ECK3615,rfaY"
waaJ,"ECK3616,rfaJ,waaR"
waaO,"ECK3617,rfaI,waaI"
waaB,"ECK3618,lps,rfaB,syn"
waaS,"ECK3619,rfaS"
waaP,"ECK3620,rfaP"
waaG,"ECK3621,rfaG"
waaQ,"ECK3622,rfaQ"
rirA,ECK4617
waaA,"ECK3623,kdtA"
coaD,"ECK3624,kdtB,yicA"
mutM,"ECK3625,fpg"
rpmG,ECK3626
rpmB,ECK3627
yicR,"ECK3628,radC"
dfp,"coaBC,ECK3629"
dut,"dnaS,ECK3630,sof"
slmA,"ECK3631,ttk,yicB"
pyrE,ECK3632
rph,ECK3633
yicC,ECK3634
dinD,"ECK3635,pcsA,yicD"
yicG,ECK3636
ligB,"ECK3637,yicF"
gmk,"ECK3638,spoR"
rpoZ,"ECK3639,spoS"
spoT,ECK3640
trmH,"ECK3641,spoU"
recG,"ECK3642,radC,spoV"
gltS,"ECK3643,gltC"
xanP,"ECK3644,yicE"
yicH,ECK3645
yicI,ECK3646
yicJ,ECK3647
selC,"ECK3648,fdhC"
yicT,"ECK4456,erhM,rhuM"
setC,"ECK3649,yicK"
yicL,ECK3650
yicU,ECK4654
nlpA,ECK3651
yicS,ECK3652
nepI,"ECK3653,yicM"
yicN,ECK3654
adeQ,"ECK3655,yicO"
adeD,"ade,adeC(B.s.),adu,ECK3656,yicP"
uhpT,ECK3657
uhpC,ECK3658
uhpB,ECK3659
uhpA,ECK3660
ilvN,ECK3661
ilvB,ECK3662
ivbL,ECK3663
istR,"ECK4425,istR-1,istR-2,psrA19"
tisB,"ECK4427,ysdB"
ysdE,ECK4655
emrD,"ECK3664,yicQ"
yidF,ECK3665
yidG,ECK3666
yidH,ECK3667
yidI,ECK3668
yidJ,ECK3669
yidK,ECK3670
yidL,ECK3671
ysdC,ECK3672
glvG,"ECK3673,yidM"
glvB,"ECK3674,yidN,yidO"
glvC,"ECK3675,ptiC"
yidP,ECK3676
yidE,"ECK3677,yibE"
ibpB,"ECK3678,hslS,htpE"
ibpA,"ECK3679,hslT,htpN"
yidQ,"ecfI,ECK3680"
yidR,ECK3681
cbrA,"ECK3682,yidS"
dgoT,"ECK3683,yidT"
dgoD,"b3692,ECK3684,yidU"
dgoA,"b3692,ECK3685,yidU"
dgoK,"ECK3686,yidV"
dgoR,"b3694,b3695,ECK3687,yidW"
yidX,ECK3688
yidA,ECK3689
yidB,ECK3690
gyrB,"acrB,cou,Cou,ECK3691,himB,hisU,hopA,nalC,parA,pcbA,pcpA"
recF,"ECK3692,uvrF"
dnaN,ECK3693
dnaA,ECK3694
ysdD,ECK4614
rpmH,"ECK3695,rimA,ssaF"
rnpA,ECK3696
yidD,ECK3697
yidC,ECK3698
mnmE,"ECK3699,thdF,trmE"
tnaC,"ECK3700,tnaL"
tnaA,"ECK3701,ind,tnaR"
tnaB,"ECK3702,tnaP,trpP"
mdtL,"ECK3703,yidY"
yidZ,ECK3704
yieE,ECK3705
yieF,"chrR,ECK3706"
adeP,"ECK3707,purP,yieG"
yieH,ECK3708
cbrB,"ECK3709,yieI"
cbrC,"ECK3710,yieJ"
yieK,ECK3711
yieL,ECK3712
bglH,"ECK3713,yieC"
bglB,"blgA,ECK3714"
bglF,"bglS,ECK3715"
bglG,"bglC,ECK3716"
phoU,"ECK3717,phoT,pst"
pstB,"ECK3718,phoT"
pstA,"ECK3719,phoR2,phoR2b,phoT,R2pho"
pstC,"ECK3720,phoW"
pstS,"ECK3721,nmpA,phoR2a,phoS,R2pho,T"
glmS,ECK3722
glmU,"ECK3723,yieA"
atpC,"ECK3724,papG,uncC"
atpD,"ECK3725,papB,uncD"
atpG,"ECK3726,papC,uncG"
atpA,"ECK3727,papA,uncA"
atpH,"ECK3728,papE,uncH"
atpF,"ECK3729,papF,uncF"
atpE,"ECK3730,papH,uncE"
atpB,"ECK3731,papD,uncB"
atpI,"ECK3732,uncI"
rsmG,"ECK3733,gidB"
mnmG,"ECK3734,gidA,trmF"
mioC,"ECK3736,yieB"
asnC,ECK3737
asnA,ECK3738
viaA,"ECK3739,yieD,yieD_1,yieD_2,yieM"
ravA,"ECK3740,yieN"
kup,"ECK3741,trkD"
rbsD,"ECK3742,rbsP"
rbsA,"ECK3743,rbsP,rbsT"
rbsC,"ECK3744,rbsP,rbsT"
rbsB,"ECK3745,prlB,rbsP"
rbsK,ECK3746
rbsR,ECK3747
hsrA,"ECK3748,yieO"
yieP,ECK3749
rrsC,ECK3750
gltU,"ECK3751,tgtC"
rrlC,ECK3752
rrfC,ECK3753
aspT,"ECK3754,tasC"
trpT,"ECK3755,su7,su8,su9,supU,supV"
hdfR,"b3762,b3763,ECK3756,yifA,yifD"
maoP,"ECK3757,yifE"
yifB,ECK3758
ilvL,ECK3759
ilvX,ECK4484
ilvG,"b3767,b3768,ECK3760,ilvO"
ilvM,ECK3761
ilvE,ECK3762
ilvD,ECK3763
ilvA,"ECK3764,ile"
ilvY,ECK3765
ilvC,ECK3766
ppiC,"ECK3767,parvA"
yifN,"ECK3768,ECK3769,yifO"
rep,"dasC,ECK3770,mbrA,mmrA"
gpp,"ECK3771,gppA"
rhlB,"ECK3772,mmrA"
trxA,"dasC,ECK3773,fipA,tsnC"
rhoL,ECK3774
rho,"ECK3775,nitA,nusD,psu,psuA,rnsC,sbaA,sun,tsu"
rfe,"ECK3776,wecA"
wzzE,"ECK3777,metNSt,wzz,yifC"
wecB,"ECK3778,mnaA,nfrC,rffE,yifF"
wecC,"ECK3779,mnaB,rff,rffD"
rffG,"ECK3780,rff"
rffH,"ECK3781,yifG"
rffC,"ECK3782,rff,wecD,yifH"
wecE,"ECK3783,fcnA,rff,rffA,yifI"
wzxE,"ECK3784,wzx,yifJ"
wecF,"b4404,b4405,ECK3785,rff,rffT,yifM"
wzyE,"ECK3786,rffT"
rffM,"ECK3787,rff,wecG"
yifK,ECK3788
argX,ECK3789
hisR,"ECK3790,hisT"
leuT,ECK3791
proM,"ECK3792,proU"
aslB,"atsB,ECK3793,gppB"
aslA,"atsA,ECK3794,gppB"
glmZ,"ECK3795,k19,psrA20,ryiA,sraJ"
hemY,ECK3796
hemX,ECK3797
hemD,ECK3798
hemC,"ECK3799,popE"
cyaA,"cya,ECK3800"
cyaY,ECK3801
yzcX,ECK3802
yifL,ECK3803
dapF,ECK3804
yigA,ECK3805
xerC,ECK3806
yigB,ECK3807
uvrD,"dar-2,dda,ECK3808,mutU,pdeB,rad,recL,srjC,uvr502,uvrE"
yigE,"b3814,b3815,ECK3809"
ysgD,ECK4656
corA,ECK3810
yigF,ECK3811
yigG,ECK3812
rarD,"ECK3813,yigH"
yigI,ECK3814
pldA,ECK3815
recQ,ECK3816
rhtC,"ECK3817,yigJ"
rhtB,"ECK3818,yigK"
pldB,ECK3819
yigL,ECK3820
bioP,"ECK3821,yigM"
metR,ECK3822
metE,"ECK3823,metB12"
ysgA,ECK3824
udp,ECK3825
rmuC,"ECK3826,yigN"
ubiE,"ECK3827,yigO"
ubiJ,"ECK3828,yigP"
esrE,ECK4519
ubiB,"aarF,ECK3829,yigQ,yigR,yigS"
tatA,"ECK3830,mttA1,yigT"
tatB,"ECK3831,mttA2,ysgB"
tatC,"ECK3832,mttB,yigU,yigV"
tatD,"b3840,b3841,ECK3833,mttC,yigW,yigX"
rfaH,"ECK3834,hlyT,sfrB"
ubiD,"ECK3835,yigC,yigY"
fre,"ECK3836,fadI,flrD,fsrC"
fadA,"ECK3837,oldA"
fadB,"ECK3838,oldB"
pepQ,ECK3839
yigZ,ECK3840
trkH,ECK3841
hemG,"ECK3842,yihB"
rrsA,ECK3843
ileT,"ECK3844,tilA"
alaT,"ECK3845,talA"
rrlA,ECK3846
rrfA,ECK3847
mobB,"ECK3848,yihC"
mobA,"chlB,ECK3849,mob,narB"
yihD,ECK3850
srkA,"ECK3851,orfA,yihE"
dsbA,"dsf,ECK3852,iarA,ppfA"
yihF,ECK3853
yihG,ECK3854
polA,"ECK3855,resA"
spf,ECK3856
yihA,"ECK3857,engB"
csrC,"ECK3858,IS198,psrA21,ryiB,sraK,tpk2"
yihI,ECK3859
hemN,"ECK3860,yihJ"
yshB,ECK4501
glnG,"ECK3861,glnT,ntrC"
glnL,"ECK3862,glnR,ntrB"
glnA,ECK3863
bipA,"ECK3864,typA,yihK"
yihL,ECK3865
yihM,ECK3866
yihN,ECK3867
ompL,"ECK3868,yshA"
yihO,"ECK3869,squO"
yihP,ECK3870
yihQ,"ECK3871,squQ"
yihR,"ECK3872,squR"
yihS,"ECK3873,squS"
yihT,"ECK3874,squT"
yihU,"ECK3875,squU"
yihV,"ECK3876,squV"
csqR,"ECK3877,yihW"
yihX,ECK3878
yihY,"ECK3879,rbn"
dtd,"ECK3880,yihZ"
fabY,"ECK3881,yiiD"
yiiE,ECK3882
yiiF,ECK3883
fdhE,ECK3884
fdoI,ECK3885
fdoH,ECK3886
fdoG,ECK3887
fdhD,ECK3888
yiiG,ECK3889
frvR,"ECK3890,yiiH"
frvX,"ECK3891,yiiI"
frvB,"ECK3892,yiiJ"
frvA,"ECK3893,yiiK"
rhaM,"ECK3894,yiiL"
rhaD,ECK3895
rhaA,ECK3896
rhaB,ECK3897
rhaS,"ECK3898,rhaC2"
rhaR,"ECK3899,rhaC1"
rhaT,ECK3900
sodA,ECK3901
kdgT,ECK3902
yiiM,ECK3903
cpxA,"ecf,ecfB,ECK3904,eup,rssE,ssd"
cpxR,"ECK3905,yiiA"
cpxP,"b3913,ECK3906,yiiO"
cpxQ,ECK4573
fieF,"ECK3907,yiiP"
pfkA,ECK3908
sbp,ECK3909
cdh,ECK3910
tpiA,"ECK3911,tpi"
yiiQ,ECK3912
yiiR,ECK3913
yiiS,ECK3914
uspD,"ECK3915,yiiT"
fpr,"ECK3916,flxR,mvrA"
glpX,ECK3917
glpK,ECK3918
glpF,ECK3919
zapB,"ECK3920,yiiU"
rraA,"ECK3921,menG,yiiV"
menA,"ECK3922,yiiW"
hslU,"clpY,ECK3923,htpI"
hslV,"clpQ,ECK3924,htpO,yiiC"
ftsN,"ECK3925,msgA"
cytR,ECK3926
priA,"ECK3927,srgA"
rpmE,ECK3928
yiiX,ECK3929
metJ,ECK3930
metB,"ECK3931,met-1"
metL,"ECK3932,metM"
metF,ECK3933
katG,ECK3934
yijE,ECK3935
yijF,ECK3936
gldA,ECK3937
fsaB,"ECK3938,talC,yijG"
ptsA,"ECK3939,frwA,pt1A,yijH"
frwC,"ECK3940,yijJ"
frwB,"ECK3941,yijK"
pflD,"ECK3942,yijL"
pflC,"ECK3943,yijM"
frwD,"ECK3944,yijN"
yijO,ECK3945
eptC,"ECK3946,yijP"
ppc,"asp,ECK3947,glu"
argE,ECK3948
argC,"Arg2,ECK3949"
argB,ECK3950
argH,ECK3951
oxyS,ECK3952
oxyR,"ECK3953,momR,mor"
sthA,"ECK3954,sth,udhA"
fabR,"ECK3955,yijC"
yijD,ECK3956
trmA,"ECK3957,rT,rumT"
btuB,"bfe,cer,ECK3958"
murI,"dga,ECK3959,glr,yijA"
rrsB,ECK3960
gltT,"ECK3961,tgtB"
rrlB,ECK3962
rrfB,ECK3963
murB,"ECK3964,yijB"
birA,"bioR,dhbB,ECK3965"
coaA,"ECK3966,panK,rts,ts-9"
thrU,ECK3967
tyrU,"ECK3968,sup15B,supM,supZ"
glyT,"ECK3969,sumA,sup15B,supA36"
thrT,ECK3970
tufB,"ECK3971,kirT,pulT"
secE,"ECK3972,mbrC,prlG"
nusG,ECK3973
rplK,"ECK3974,relC"
rplA,"ECK3975,rpy"
rplJ,ECK3976
rplL,ECK3977
rpoB,"ECK3978,ftsR,groN,nitB,rif,ron,sdgB,stl,stv,tabD"
rpoC,"ECK3979,tabB"
yjaZ,"ECK3980,htrC"
sroH,ECK4505
thiH,"ECK3981,thiB"
thiG,"ECK3982,thiB"
thiS,"ECK3983,thiG1"
thiF,"ECK3984,thiA"
thiE,"ECK3985,thiA"
thiC,ECK3986
rsd,"ECK3987,yjaE"
nudC,"ECK3988,yjaD"
hemE,ECK3989
nfi,"ECK3990,yjaF"
yjaG,ECK3991
hupA,ECK3992
yjaH,ECK3993
zraP,"ECK3994,yjaI,zra"
zraS,"ECK3995,hydH"
zraR,"ECK3996,hydG"
purD,"adth,adth(a),ECK3997"
purH,ECK3998
rrsE,ECK3999
gltV,"ECK4000,tgtE"
rrlE,ECK4001
rrfE,ECK4002
yjaA,ECK4003
yjaB,ECK4004
metA,ECK4005
aceB,"ECK4006,mas"
aceA,"ECK4007,icl"
aceK,ECK4008
arpA,"arp,ECK4009,yjaC"
iclR,ECK4010
metH,ECK4011
yjbB,ECK4012
pepE,ECK4013
rluF,"ECK4014,yjbC"
yjbD,ECK4015
lysC,"apk,ECK4016"
pgi,ECK4017
yjbE,ECK4018
yjbF,ECK4019
yjbG,ECK4020
yjbH,ECK4021
yjbT,ECK4428
psiE,"ECK4022,yjbA"
xylE,ECK4023
malG,ECK4024
malF,ECK4025
malE,ECK4026
malK,"ECK4027,malB"
lamB,"ECK4028,malB,malL"
malM,"ECK4029,molA"
yjbI,ECK4030
ubiC,ECK4031
ubiA,"cyr,ECK4032"
plsB,ECK4033
dgkA,ECK4034
lexA,"ECK4035,exrA,spr,tsl,umuA"
dinF,ECK4036
yjbJ,ECK4037
zur,"ECK4038,yjbK,znuR"
yjbL,ECK4039
yjbM,ECK4040
dusA,"ECK4041,yjbN"
pspG,"ECK4042,yjbO"
pspH,ECK4615
qorA,"ECK4043,hcz,hzc,qor"
dnaB,"ECK4044,groP,grpA,grpD"
alr,"alr5,ECK4045"
tyrB,ECK4046
yjbS,ECK4429
aphA,"ECK4047,hobH,yjbP"
yjbQ,ECK4048
yjbR,ECK4049
uvrA,"dar,dinE,ECK4050"
ssb,"ECK4051,exrB,lexC"
yjcB,ECK4052
pdeC,"ECK4053,yjcC"
soxS,ECK4054
soxR,"ECK4055,marC"
ryjA,"ECK4056,psrA24,sraL"
ghxP,"ECK4057,yjcD"
yjcE,ECK4058
yjcF,ECK4059
actP,"ECK4060,yjcG"
yjcH,ECK4061
acs,"acsA,ECK4062,yfaC"
nrfA,ECK4063
nrfB,"ECK4064,yjcI"
nrfC,"ECK4065,yjcJ"
nrfD,"ECK4066,yjcK"
nrfE,"ECK4067,yjcL"
nrfF,"ECK4068,yjcM"
nrfG,"aidC,ECK4069,yjcN"
gltP,ECK4070
yjcO,ECK4071
fdhF,"chlF,ECK4072"
mdtP,"ECK4073,sdsP,yjcP"
mdtO,"ECK4074,sdsQ,yjcQ"
mdtN,"ECK4075,sdsR,yjcR"
ytcA,ECK4430
yjcS,ECK4076
alsK,"ECK4077,yjcT"
alsE,"ECK4078,yjcU"
alsC,"ECK4079,yjcV"
alsA,"ECK4080,yjcW"
alsB,"ECK4081,yjcX"
alsR,"ECK4082,rpiR,yjcY"
rpiB,"alsI,ECK4083,yjcA"
yjdP,ECK4084
phnP,ECK4085
phnO,ECK4086
phnN,ECK4087
phnM,ECK4088
phnL,ECK4089
phnK,ECK4090
phnJ,ECK4091
phnI,ECK4092
phnH,ECK4093
phnG,ECK4094
phnF,ECK4095
phnE,"b4103,b4104,ECK4096,ECK4097"
phnD,"ECK4098,phn,psiD"
phnC,ECK4099
yjdN,"ECK4100,phnB"
yjdM,"ECK4101,phnA"
rdcA,"crfC,ECK4102,yjdA"
rdcB,"ECK4103,yjcZ"
proP,ECK4104
pmrR,ECK4515
basS,"dgkR,ECK4105,pmrB"
basR,"ECK4106,pmrA"
eptA,"ECK4107,yjdB"
adiC,"ECK4108,yjdD,yjdE"
adiY,ECK4109
adiA,"adi,ECK4110"
melR,ECK4111
melA,"ECK4112,mel-7"
melB,"ECK4113,mel-4"
yjdF,ECK4114
fumB,ECK4115
dcuB,"ECK4116,genF"
dcuR,"ECK4117,yjdG"
dcuS,"ECK4118,yjdH"
yjdI,ECK4119
yjdJ,ECK4120
ghoS,"ECK4121,yjdK"
ghoT,"ECK4122,yjdO"
lysU,ECK4123
dtpC,"ECK4124,yjdL"
cadA,"ECK4125,ldcI"
cadB,ECK4126
cadC,ECK4127
yjdQ,ECK4457
pheU,"ECK4128,pheR,pheW"
yjdC,"cutA3,ECK4129"
dsbD,"cutA2,cycZ,dipZ,ECK4130,htrI"
cutA,"cutA1,ECK4131"
dcuA,"ECK4132,genA"
aspA,ECK4133
fxsA,"ECK4134,yjeG"
yjeH,ECK4135
groS,"ECK4136,groES,mopB"
groL,"ECK4137,groEL,mopA"
yjeI,ECK4138
yjeJ,ECK4139
epmB,"ECK4140,yjeK"
efp,ECK4141
ecnA,ECK4142
ecnB,"ECK4143,yjeU"
gdx,"ECK4144,sugE"
blc,"ECK4145,yjeL"
ampC,"ampA,ECK4146"
frdD,ECK4147
frdC,ECK4148
frdB,ECK4149
frdA,ECK4150
epmA,"ECK4151,genX,poxA,yjeA"
yjeM,ECK4152
yjeN,ECK4153
yjeO,ECK4154
mscM,"ECK4155,yjeP"
psd,ECK4156
rsgA,"ECK4157,yjeQ"
orn,"ECK4158,yjeR"
glyV,"ECK4159,glyValpha,ins,mutA,suA58,suA78"
glyX,"ECK4160,glyVbeta"
glyY,"ECK4161,glyVgamma"
yjeV,ECK4485
queG,"ECK4162,yjeS"
nnr,"ECK4163,yjeF"
tsaE,"ECK4164,yjeE"
amiB,"ECK4165,yjeD"
mutL,ECK4166
miaA,"ECK4167,trpX"
hfq,ECK4168
hflX,"ECK4169,hflA,hslX"
hflK,"ECK4170,hflA,hslY"
hflC,"ECK4171,hflA"
yjeT,ECK4172
purA,"adeK,ECK4173"
nsrR,"ECK4174,yjeB"
rnr,"ECK4175,vacB,yjeC"
rlmB,"ECK4176,yjfH"
yjfI,ECK4177
yjfJ,ECK4178
yjfK,ECK4179
yjfL,ECK4180
yjfM,ECK4181
yjfC,ECK4182
aidB,ECK4183
yjfN,ECK4184
bsmA,"ECK4185,yjfO"
yjfP,ECK4186
ulaR,"ECK4187,yjfQ"
ulaG,"ECK4188,yjfR"
ulaA,"ECK4189,sgaT,yjfS"
ulaB,"ECK4190,sgaB,yjfT"
ulaC,"ECK4191,ptxA,sgaA,yjfU"
ulaD,"ECK4192,sgaH,yjfV"
ulaE,"ECK4193,sgaU,yjfW"
ulaF,"ECK4194,sgaE,yjfX"
yjfY,ECK4195
rpsF,"ECK4196,sdgH"
priB,ECK4197
rpsR,ECK4198
rplI,ECK4199
yjfZ,ECK4200
ytfA,ECK4201
ytfB,ECK4202
fklB,"ECK4203,ytfC"
cycA,"dagA,ECK4204,ytfD"
ytfE,"dnrN,ECK4205"
ytfF,ECK4206
qorB,"ECK4207,ytfG"
ytfH,ECK4208
cpdB,ECK4209
cysQ,"amt,amtA,ECK4210"
ytfI,ECK4211
ytfJ,"ecfJ,ECK4212"
ytfK,ECK4213
ytfL,ECK4214
msrA,"ECK4215,pms,pmsR"
tamA,"ECK4216,ytfM"
tamB,"ECK4217,ytfN,ytfO"
ytfP,ECK4218
chpS,"chpBI,ECK4220,yjfB"
chpB,"chpBK,ECK4221,yjfE"
ppa,ECK4222
ytfQ,ECK4223
ytfR,"b4228,b4229,ECK4224,ytfS"
ytfT,ECK4225
yjfF,ECK4226
fbp,"ECK4227,fdp"
mpl,"ECK4228,tpl,yjfG"
yjgA,ECK4229
tldE,"ECK4230,mcb,pmbA"
cybC,"cytochrome b562,ECK4231"
nrdG,"ECK4232,yjgE"
nrdD,ECK4233
treC,"ECK4234,olgH,treE"
treB,ECK4235
treR,ECK4236
mgtL,ECK4513
mgtA,"atmA,corB,ECK4237,mgt,mtg"
ridA,"ECK4238,yjgF"
pyrI,ECK4239
pyrB,ECK4240
pyrL,"ECK4241,pyrE-,pyrE-LP"
yjgH,ECK4242
bdcA,"ECK4243,yjgI"
bdcR,"ECK4244,yjgJ"
tabA,"ECK4245,yjgK"
yjgL,ECK4246
argI,ECK4247
rraB,"ECK4248,yjgD"
yjgM,ECK4249
yjgN,ECK4250
valS,"ECK4251,val-act"
holC,ECK4252
pepA,"carP,ECK4253,xerB"
ytgA,ECK4657
lptF,"ECK4254,yjgP"
lptG,"ECK4255,yjgQ"
yjgR,ECK4256
idnR,"ECK4257,gntH,gntS?,yjgS"
idnT,"ECK4258,gntW,yjgT"
idnO,"ECK4259,yjgU"
idnD,"ECK4260,yjgV"
idnK,"ECK4261,gntV"
ahr,"ECK4262,yjgB"
leuX,"ECK4263,Su-6,supP"
intB,"ECK4264,int(P4),yjgC"
insC6,"ECK0357,yi21-6"
insD6,"ECK0358,yi22-6"
yjgX,"b4275,b4276,b4560,ECK4266,yjgY"
yjgZ,ECK4267
insG,"ECK4268,yi41"
nanX,"ECK4269,yjhB"
nanY,"ECK4270,yjhC"
ythA,ECK4434
yjhD,ECK4271
yjhE,ECK4272
insO,"b4283,b4285,b4562,ECK0257,ECK4274,ECK4275,ECK4476,insN2,insO2,yi91,yi91b,yjhW"
insI3,"ECK0258,tra8-3"
insM,ECK4273
yjhV,ECK4276
fecE,ECK4277
fecD,ECK4278
fecC,ECK4279
fecB,ECK4280
fecA,ECK4281
fecR,ECK4282
fecI,ECK4283
ykiE,ECK4658
insA7,ECK0023
insB7,"b4563,b4564,ECK0022"
yjhU,ECK4284
yjhF,ECK4285
yjhG,ECK4286
yjhH,ECK4287
yjhI,ECK4288
sgcR,"ECK4289,yjhJ"
sgcE,"ECK4290,yjhK"
sgcA,"ECK4291,yjhL"
ryjB,ECK4431
sgcQ,"ECK4292,yjhM"
sgcC,"ECK4293,yjhN"
sgcB,ECK4294
sgcX,"ECK4295,yjhO"
yjhY,ECK4453
yjhP,ECK4296
yjhQ,ECK4297
topAI,"ECK4298,yjhX"
yjhZ,ECK4455
yjhR,ECK4299
ythB,ECK4659
nanS,"ECK4300,yjhS"
nanM,"ECK4301,yjhT"
nanC,"ECK4302,yjhA"
fimB,"ECK4303,pil"
fimE,"ECK4304,hyp,pilH"
fimA,"ECK4305,fimD,pilA"
fimI,ECK4306
fimC,"ECK4307,pilB"
fimD,"ECK4308,fimD_1,fimD_2"
fimF,ECK4309
fimG,ECK4310
fimH,"ECK4311,pilE"
gntP,"ECK4312,yjiB"
uxuA,ECK4313
uxuB,ECK4314
uxuR,ECK4315
yjiC,ECK4316
ytiC,ECK4577
ytiD,ECK4578
idlP,ECK4579
iraD,"ECK4317,yjiD"
hypT,"ECK4318,qseD,yjiE"
iadA,"ECK4319,yjiF"
yjiG,ECK4320
yjiH,ECK4321
kptA,"ECK4322,yjiI"
yjiJ,ECK4323
yjiK,ECK4324
ytiA,ECK4572
yjiL,ECK4325
yjiM,ECK4326
yjiN,ECK4327
mdtM,"ECK4328,yjiO"
rpnD,"b4338,b4339,ECK4329,ECK4330,yjiP,yjiQ"
yjiR,ECK4331
yjiS,ECK4332
yjiT,ECK4333
yjiV,"b4343,b4344,ECK4334,mcrD,yjiU"
mcrC,ECK4335
mcrB,"ECK4336,rglB"
symE,"dinL,ECK4337,sosC,yjiW"
symR,"ECK4432,ryjC"
hsdS,"ECK4338,hsp,hss,rm"
hsdM,"ECK4339,hsm,hsp"
hsdR,"ECK4340,hsp,hsr"
mrr,ECK4341
yjiA,ECK4342
yjiX,ECK4343
btsT,"ECK4344,yjiY"
tsr,"cheD,ECK4345"
lgoT,"ECK4346,yjiZ,yjjL"
lgoR,"ECK4347,yjjM"
lgoD,"ECK4348,yjjN"
opgB,"ECK4349,mdoB,yjjO"
yjjA,ECK4350
dnaC,"dnaD,ECK4351"
dnaT,ECK4352
yjjB,ECK4353
yjjP,ECK4354
yjjQ,ECK4355
bglJ,"ECK4356,yjjR"
fhuF,"ECK4357,yjjS"
yjjZ,ECK4358
leuV,"ECK4359,leuValpha"
leuP,"ECK4360,leuV-beta,leuVbeta"
leuQ,"ECK4361,leuVgamma"
rsmC,"ECK4362,yjjT"
holD,ECK4363
rimI,ECK4364
yjjG,ECK4365
prfC,"ECK4366,miaD,tos"
osmY,"csi-5,ECK4367"
ytjA,ECK4368
yjjU,ECK4369
yjjV,ECK4370
yjjW,ECK4371
yjjI,"ECK4372,yjjH"
deoC,"dra,ECK4373,thyR,tlr"
deoA,"ECK4374,TP,tpp,ttg"
deoB,"drm,ECK4375,thyR,tlr"
deoD,"ECK4376,pup"
yjjJ,ECK4377
lplA,"ECK4378,slr,yjjF"
ytjB,"ECK4379,smp"
serB,ECK4380
radA,"ECK4381,sms"
nadR,"ECK4382,nadI"
ettA,"ECK4383,yjjK"
slt,"ECK4384,sltY"
trpR,"ECK4385,rtrY"
yjjX,ECK4386
ytjC,"ECK4387,gpmB"
rob,"cbpB,ECK4388,robA"
creA,"ECK4389,yjjD"
creB,"ECK4390,ORF2,yjjE"
creC,"ECK4391,phoM"
creD,"cet,ECK4392,refII"
arcA,"cpxC,dye,ECK4393,fexA,msp,seg,sfrA"
yjjY,ECK4394
yjtD,"ECK4395,lasT"
