,gene,biotype,synonym
1390,mpaA,protein_coding,"ECK1322,ycjI"
1391,ymjC,protein_coding,ECK1323
1392,ymjD,protein_coding,ECK4488
1393,ycjY,protein_coding,ECK1324
1394,pgrR,protein_coding,"ECK1325,ycjZ"
1395,mppA,protein_coding,"ECK1326,ynaH"
1396,ynaI,protein_coding,ECK1327
1397,insH4,protein_coding,"ECK0261,trs5-4,yi52_4"
1398,ynaJ,protein_coding,ECK1328
1399,uspE,protein_coding,"ECK1329,ydaA"
1400,fnr,protein_coding,"ECK1330,nirA,nirR,ossA,oxrA"
1401,ogt,protein_coding,ECK1331
1402,abgT,protein_coding,"ECK1332,ydaH"
1403,abgB,protein_coding,"ECK1333,ydaI"
1404,abgA,protein_coding,"ECK1334,ydaJ"
1405,abgR,protein_coding,ECK1335
1406,mcaS,ncRNA,"ECK1336,IS061,isrA"
1407,smrA,protein_coding,"ECK1337,ydaL"
1408,dgcM,protein_coding,"ECK1338,ydaM"
1409,ynaN,protein_coding,ECK4630
1410,zntB,protein_coding,"ECK1339,ydaN"
1411,fnrS,ncRNA,"ECK4511,rydA"
1412,ynaL,protein_coding,"C0343,ECK4600"
1413,dbpA,protein_coding,"ECK1340,rhlC"
1414,ttcA,protein_coding,"ECK1341,ydaO"
1415,intR,protein_coding,"ECK1342,ydaP"
1416,xisR,protein_coding,"ECK1343,ydaQ"
1417,rcbA,protein_coding,"ECK1344,ydaC"
1418,ralA,ncRNA,ECK4571
1419,ralR,protein_coding,"ECK1345,lar,ydaB"
1420,recT,protein_coding,ECK1346
1421,recE,protein_coding,"ECK1347,rac,rmuB,sbcA"
1422,racC,protein_coding,"ECK1348,sbcA"
1423,ydaE,protein_coding,ECK1349
1424,kilR,protein_coding,"ECK1350,kil,ydaD"
1425,sieB,protein_coding,ECK1351
1426,ydaF,protein_coding,ECK1352
1427,ydaG,protein_coding,"ECK1353,gatA"
1428,racR,protein_coding,"ECK1354,rarC,ydaR"
1429,ydaS,protein_coding,ECK1355
1430,ydaT,protein_coding,ECK1356
1431,ydaU,protein_coding,ECK1357
1432,ydaV,protein_coding,ECK1358
1433,ydaW,protein_coding,ECK1359
1434,rzpR,pseudogene,"ECK1360,ydaX"
1435,rzoR,protein_coding,ECK1361
1436,trkG,protein_coding,ECK1362
1437,ynaK,protein_coding,ECK1363
1438,ydaY,protein_coding,ECK1364
1439,ynaA,protein_coding,"ECK1365,tmpR"
1440,lomR,pseudogene,"b1369,b1371,ECK1366"
1441,insH5,protein_coding,"ECK0261,trs5-5,yi52_5"
1442,stfR,protein_coding,"ECK1367,ynaB"
1443,tfaR,protein_coding,"ECK1368,ynaC"
1444,pinR,protein_coding,"ECK1369,ynaD"
1445,ynaE,protein_coding,ECK1370
1446,ynaM,protein_coding,ECK4601
1447,ttcC,pseudogene,ECK4447
1448,uspF,protein_coding,"ECK1371,UP03,ynaF,yzzL"
1449,ompN,protein_coding,"ECK1372,ynaG"
1450,micC,ncRNA,"ECK1373,IS063,tke8"
1451,ydbK,protein_coding,"ECK1374,pfo"
1452,ydbJ,protein_coding,ECK1375
1453,hslJ,protein_coding,"ECK1376,ydbI"
1454,ldhA,protein_coding,"ECK1377,hslF,hslI,htpH"
1455,ydbH,protein_coding,ECK1378
1456,ynbE,protein_coding,ECK1379
1457,ydbL,protein_coding,ECK1380
1458,feaR,protein_coding,"ECK1381,maoB,maoX,ydbM"
1459,feaB,protein_coding,"ECK1382,padA,ydbG"
1460,tynA,protein_coding,"ECK1383,feaA,maoA"
1461,paaZ,protein_coding,"ECK1384,maoC,ydbN"
1462,paaA,protein_coding,"ECK1385,ydbO"
1463,paaB,protein_coding,"ECK1386,ynbF"
1464,paaC,protein_coding,"ECK1387,ydbP"
1465,paaD,protein_coding,"ECK1388,ydbQ"
1466,paaE,protein_coding,"ECK1389,ydbR"
1467,paaF,protein_coding,"ECK1390,ydbR,ydbS"
1468,paaG,protein_coding,"ECK1391,ydbT"
1469,paaH,protein_coding,"ECK1392,hbdH,ydbU"
1470,paaI,protein_coding,"ECK1393,ydbV"
1471,paaJ,protein_coding,"ECK1394,ydbW"
1472,paaK,protein_coding,ECK1395
1473,paaX,protein_coding,"ECK1396,ydbY"
1474,paaY,protein_coding,"ECK1397,ydbZ"
1475,ynbG,protein_coding,ECK4489
1476,ydbA,pseudogene,"b1401,b1405,ECK1398"
1477,insD2,protein_coding,"ECK0358,yi22-2"
1478,insC2,protein_coding,"ECK0357,yi21-2"
1479,pdxI,protein_coding,"ECK1399,ydbC"
1480,ydbD,protein_coding,ECK1400
1481,ynbA,protein_coding,ECK1401
1482,ynbB,protein_coding,ECK1402
1483,ynbC,protein_coding,ECK1403
1484,ynbD,protein_coding,ECK1404
1485,azoR,protein_coding,"acpD,ECK1405"
1486,hrpA,protein_coding,ECK1406
1487,ydcF,protein_coding,ECK1407
1488,aldA,protein_coding,"ald,ECK1408"
1489,gapC,pseudogene,"b1416,b1417,ECK1409"
1490,cybB,protein_coding,ECK1410
1491,rydC,ncRNA,ECK4407
1492,ydcA,protein_coding,ECK1411
1493,yncP,protein_coding,ECK4631
1494,hokB,protein_coding,"ECK1412,ydcB"
1495,mokB,protein_coding,ECK1413
1496,sokB,ncRNA,ECK1414
1497,trg,protein_coding,ECK1415
1498,ydcI,protein_coding,ECK1416
1499,ydcJ,protein_coding,ECK1417
1500,opgD,protein_coding,"ECK1418,mdoD,ydcG,yzzZ"
1501,ydcH,protein_coding,ECK1419
1502,rimL,protein_coding,ECK1420
1503,ydcK,protein_coding,ECK1421
1504,tehA,protein_coding,ECK1422
1505,tehB,protein_coding,ECK1423
1506,ydcL,protein_coding,ECK1424
1507,yncK,pseudogene,"b4530,b4531,ECK1425,insP"
1508,insQ,protein_coding,"ECK1426,ydcM"
1509,ydcO,protein_coding,ECK1427
1510,sutR,protein_coding,"ECK1428,ydcN"
1511,rlhA,protein_coding,"ECK1429,ydcP"
1512,yncJ,protein_coding,ECK1430
1513,hicA,protein_coding,"ECK1431,yncN"
1514,hicB,protein_coding,"ECK1432,ydcQ"
1515,ydcR,protein_coding,ECK1433
1516,ydcS,protein_coding,ECK1434
1517,ydcT,protein_coding,ECK1435
1518,ydcU,protein_coding,ECK1436
1519,ydcV,protein_coding,ECK1437
1520,patD,protein_coding,"ECK1438,prr,ydcW"
1521,yncL,protein_coding,ECK4408
1522,ortT,protein_coding,"ECK1439,ydcX"
1523,ydcY,protein_coding,ECK1440
1524,ydcZ,protein_coding,ECK1441
1525,mnaT,protein_coding,"ECK1442,yncA"
1526,curA,protein_coding,"ECK1443,yncB"
1527,mcbR,protein_coding,"ECK1444,yncC"
1528,yncD,protein_coding,ECK1445
1529,yncE,protein_coding,ECK1446
1530,ansP,protein_coding,"ECK1447,yncF"
1531,yncG,protein_coding,ECK1448
1532,yncH,protein_coding,ECK1449
1533,rhsE,pseudogene,ECK1450
1534,ydcD,protein_coding,ECK1451
1535,yncO,protein_coding,ECK4602
1536,yncI,pseudogene,"b1458,ECK1452,ECK1453,yncM"
1537,ydcC,protein_coding,ECK1454
1538,pptA,protein_coding,"ECK1455,ydcE"
1539,yddH,protein_coding,ECK1456
1540,nhoA,protein_coding,"ECK1457,yddI"
1541,yddE,protein_coding,ECK1458
1542,narV,protein_coding,"chlZ,ECK1459"
1543,narW,protein_coding,"chlZ,ECK1460"
1544,narY,protein_coding,"chlZ,ECK1461"
1545,narZ,protein_coding,"chlZ,ECK1462"
1546,narU,protein_coding,"ECK1463,yddF"
1547,yddJ,pseudogene,ECK1464
1548,yddK,protein_coding,ECK1465
1549,yddL,protein_coding,ECK1466
1550,yddG,protein_coding,ECK1467
1551,fdnG,protein_coding,ECK1468
1552,fdnH,protein_coding,ECK1469
1553,fdnI,protein_coding,ECK1470
1554,yddM,protein_coding,ECK1471
1555,adhP,protein_coding,"ECK1472,yddN"
1556,maeA,protein_coding,"ECK1473,sfcA"
1557,sra,protein_coding,"ECK1474,rpsV"
1558,bdm,protein_coding,"ECK1475,yddX"
1559,osmC,protein_coding,ECK1476
1560,ddpF,protein_coding,"ECK1477,yddO"
1561,ddpD,protein_coding,"ECK1478,yddP"
1562,ddpC,protein_coding,"ECK1479,yddQ"
1563,ddpB,protein_coding,"ECK1480,yddR"
1564,ddpA,protein_coding,"ECK1481,yddS"
1565,ddpX,protein_coding,"ECK1482,vanX,yddT"
1566,dosP,protein_coding,"dos,ECK1483,pdeO,yddU"
1567,dosC,protein_coding,"dgcO,ECK1484,yddV"
1568,yddY,protein_coding,ECK4603
1569,digH,protein_coding,"ECK1485,yddW"
1570,gadC,protein_coding,"acsA,ECK1486,xasA"
1571,gadB,protein_coding,ECK1487
1572,pqqL,protein_coding,"ECK1488,pqqE,pqqM,yddC"
1573,yddB,protein_coding,ECK1489
1574,yddA,protein_coding,ECK1490
1575,yneP,protein_coding,ECK4604
1576,ydeM,protein_coding,ECK1491
1577,ydeN,protein_coding,ECK1492
1578,ydeO,protein_coding,ECK1493
1579,safA,protein_coding,"ECK4475,yneN"
1580,ydeP,protein_coding,ECK1494
1581,ydeQ,protein_coding,ECK1495
1582,ydeR,protein_coding,ECK1496
1583,ydeS,protein_coding,ECK1497
1584,ydeT,protein_coding,"ECK1498,fmlC"
1585,yneL,pseudogene,ECK1499
1586,hipA,protein_coding,ECK1500
1587,hipB,protein_coding,ECK1501
1588,yneO,pseudogene,"b1509,b1510,ECK1502,ECK1503,orfT,ydeK,ydeU"
1589,lsrK,protein_coding,"ECK1504,ydeV"
1590,lsrR,protein_coding,"ECK1505,ydeW"
1591,lsrA,protein_coding,"ECK1506,ego,ydeX"
1592,lsrC,protein_coding,"ECK1507,ydeY"
1593,lsrD,protein_coding,"ECK1508,ydeZ"
1594,lsrB,protein_coding,"ECK1509,yneA"
1595,lsrF,protein_coding,"ECK1510,yneB"
1596,lsrG,protein_coding,"ECK1511,yneC"
1597,tam,protein_coding,"ECK1512,lsrE,yneD"
1598,yneE,protein_coding,ECK1513
1599,uxaB,protein_coding,ECK1514
1600,dgcF,protein_coding,"ECK1515,yneF"
1601,yneG,protein_coding,ECK1516
1602,glsB,protein_coding,"ECK1517,yneH"
1603,sad,protein_coding,"ECK1518,yneI"
1604,yneJ,protein_coding,ECK1519
1605,yneK,protein_coding,ECK1520
1606,ydeA,protein_coding,ECK1521
1607,marC,protein_coding,"ECK1522,ydeB,ydeC"
1608,marR,protein_coding,"cfxB,ECK1523,inaR,soxQ"
1609,marA,protein_coding,"cfxB,ECK1524,inaR,nfxC,norB,soxQ"
1610,marB,protein_coding,ECK1525
1611,eamA,protein_coding,"ECK1526,ydeD"
1612,ydeE,protein_coding,"ECK1527,ydeF"
1613,mgtS,protein_coding,"ECK4409,yneM"
1614,mgtT,protein_coding,ECK4632
1615,mgrR,ncRNA,ECK4510
1616,dgcZ,protein_coding,"ECK1528,ydeG,ydeH"
1617,ydeI,protein_coding,ECK1529
1618,ydeJ,protein_coding,ECK1530
1619,dcp,protein_coding,ECK1531
1620,ydfG,protein_coding,ECK1532
1621,ydfH,protein_coding,ECK1533
1622,ydfZ,protein_coding,ECK1534
1623,ydfI,protein_coding,ECK1535
1624,ydfJ,protein_coding,"ECK1536,ydfJ_2"
1625,ynfT,protein_coding,ECK4605
1626,ydfK,protein_coding,ECK1537
1627,pinQ,protein_coding,"ECK1538,ydfL"
1628,tfaQ,protein_coding,"ECK1539,ydfM"
1629,stfQ,protein_coding,"ECK1540,ydfN"
1630,nohA,protein_coding,"ECK1541,nohQ"
1631,ynfO,protein_coding,ECK1542
1632,ydfO,protein_coding,ECK1543
1633,gnsB,protein_coding,"ECK1544,ydfY"
1634,ynfN,protein_coding,ECK1545
1635,ynfR,protein_coding,ECK4606
1636,ynfQ,protein_coding,ECK4581
1637,cspI,protein_coding,"cspJ,ECK1546"
1638,rzpQ,protein_coding,"ECK1547,ydfP"
1639,rzoQ,protein_coding,ECK4503
1640,rrrQ,protein_coding,"ECK1548,ydfQ"
1641,ydfR,protein_coding,ECK1549
1642,essQ,protein_coding,"ECK1550,ydfS"
1643,ynfU,protein_coding,ECK4633
1644,cspB,protein_coding,ECK1551
1645,cspF,protein_coding,ECK1552
1646,ynfS,protein_coding,ECK4607
1647,ydfT,protein_coding,"ECK1553,quuQ"
1648,ydfU,protein_coding,ECK1554
1649,rem,protein_coding,ECK1555
1650,hokD,protein_coding,"ECK1556,relF"
1651,relE,protein_coding,ECK1557
1652,relB,protein_coding,"ECK1558,RC"
1653,ydfV,protein_coding,ECK1559
1654,flxA,protein_coding,ECK1560
1655,ydfW,protein_coding,"ECK1561,intK"
1656,ydfX,protein_coding,ECK1562
1657,dicC,protein_coding,"ECK1563,ftsT"
1658,dicA,protein_coding,"ECK1564,ftsT"
1659,ydfA,protein_coding,ECK1565
1660,ydfB,protein_coding,ECK1566
1661,ydfC,protein_coding,ECK1567
1662,dicF,ncRNA,ECK1568
1663,dicB,protein_coding,"ECK1569,ftsT"
1664,ydfD,protein_coding,ECK1570
1665,ydfE,pseudogene,ECK1571
1666,insD7,pseudogene,"ECK1572,insD"
1667,intQ,pseudogene,ECK1573
1668,ynfP,protein_coding,"ECK1574,ydfJ_1"
1669,rspB,protein_coding,ECK1575
1670,rspA,protein_coding,ECK1576
1671,ynfA,protein_coding,ECK1577
1672,ynfB,protein_coding,ECK1578
1673,speG,protein_coding,ECK1579
1674,ynfC,protein_coding,ECK1580
1675,ynfD,protein_coding,ECK1581
1676,ynfE,protein_coding,ECK1582
1677,ynfF,protein_coding,ECK1583
1678,ynfG,protein_coding,ECK1584
1679,ynfH,protein_coding,ECK1585
1680,dmsD,protein_coding,"ECK1586,ynfI"
1681,clcB,protein_coding,"ECK1587,mriT,ynfJ"
1682,ynfK,protein_coding,ECK1588
1683,mlc,protein_coding,"dgsA,ECK1589"
1684,ynfL,protein_coding,ECK1590
1685,ynfM,protein_coding,"ECK1591,yzyC"
1686,asr,protein_coding,ECK1592
1687,ydgU,protein_coding,ECK4410
1688,ydgD,protein_coding,ECK1593
1689,mdtI,protein_coding,"ECK1594,ydgE"
1690,mdtJ,protein_coding,"ECK1595,ydgF"
1691,ydgV,protein_coding,ECK4634
1692,tqsA,protein_coding,"ECK1596,ydgG"
1693,pntB,protein_coding,ECK1597
1694,pntA,protein_coding,ECK1598
1695,ydgH,protein_coding,ECK1599
1696,ydgI,protein_coding,"arcD,ECK1600"
